-1.347926	8.058394
-1.347926	6.832117
-1.347926	5.197080
-1.347926	3.094891
-1.347926	0.759124
-1.347926	-1.810219
-1.347926	-4.145985
-1.347926	-6.540146
-6.785714	0.992701
-5.126728	0.992701
-3.836406	0.992701
-1.762673	0.934307
-0.103687	0.934307
1.324885	0.934307
2.845622	0.934307
3.444700	0.817518
5.288018	1.051095
6.762673	0.934307
3.951613	0.875912
2.154378	1.226277
-0.656682	1.167883
-1.578341	1.167883
-3.283410	1.167883
-6.232719	1.167883
-7.384793	1.284672
-8.675115	1.226277
-8.306452	0.175182
-5.357143	0.175182
-4.205069	0.175182
-2.638249	0.175182
-0.011521	0.291971
1.417051	0.408759
2.661290	0.467153
3.582949	-2.277372
3.582949	-3.328467
3.582949	-4.029197
3.582949	-4.963504
3.582949	-5.897810
3.582949	-6.540146
-0.426267	-4.204380
0.541475	-4.204380
3.168203	-4.262774
5.794931	-4.262774
6.255760	-4.262774
3.951613	-4.204380
2.292627	-4.145985
3.997696	-4.087591
4.781106	-4.204380
-5.956221	9.109489
-5.956221	7.474453
-5.956221	6.423358
-5.956221	5.781022
-5.956221	5.197080
-7.799539	6.715328
-6.094470	6.715328
-5.403226	6.715328
-5.080645	6.715328
-4.389401	6.715328
-1.808756	8.116788
-1.808756	6.189781
-1.808756	5.372263
-1.808756	4.087591
-1.808756	2.686131
-1.808756	1.576642
-1.808756	0.934307
-1.808756	-0.058394
-1.808756	-2.277372
-1.808756	-3.912409
-1.808756	-5.372263
-1.808756	-5.897810
-1.808756	-6.890511
-1.163594	-6.948905
-1.071429	-6.131387
-1.071429	-4.729927
-1.071429	-3.211679
-1.670507	7.708029
-1.670507	6.189781
-1.670507	4.788321
-1.670507	3.386861
-1.670507	1.751825
-1.670507	0.408759
-1.947005	-1.401460
-1.947005	-2.218978
-1.947005	-4.437956
-1.947005	-6.423358
-1.947005	-6.948905
-1.762673	-7.766423
-1.440092	-7.708029
-1.440092	-6.656934
-1.440092	-4.963504
-1.440092	-3.620438
-1.440092	-1.751825
-1.440092	-1.459854
-1.440092	0.175182
-1.440092	1.635036
-1.440092	2.802920
-1.440092	4.262774
-1.440092	5.080292
-1.440092	6.481752
-1.440092	7.532847
-1.993088	7.357664
-1.993088	6.248175
-1.993088	4.846715
-1.993088	3.386861
-1.993088	1.810219
-1.993088	0.700730
-2.177419	-0.291971
-2.177419	-1.167883
-2.177419	-3.328467
-2.177419	-4.963504
-2.177419	-5.372263
-2.177419	-6.948905
-1.762673	-7.474453
-1.347926	-6.306569
-1.532258	-5.781022
-1.025346	-5.664234
-0.979263	-4.437956
-0.979263	-2.160584
-0.979263	-0.350365
-0.979263	0.583942
-0.979263	2.686131
